track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
6H1x0S41IKbJ614E33Xrhh,0.672,0.467,6,-12.899,1,0.032,0.169,0.00332,0.0801,0.868,89.998,349333
7olwYHNw2fuXMdoa7AEpYD,0.321,0.326,7,-11.24,1,0.0305,0.392,0.0,0.152,0.21,99.942,348400
0qTxDgYZKnSttWlyIXrIgi,0.719,0.457,2,-12.932,1,0.036,0.12,0.0488,0.0698,0.512,100.011,277000
683vYd6JzbsguUFrX5VeG9,0.648,0.815,1,-4.343,1,0.0387,0.152,0.0,0.232,0.703,116.062,231724
5tbXaRaHQYqI8iFIrQjoIa,0.63,0.478,10,-7.029,1,0.028,0.596,0.505,0.2,0.459,120.028,270999
5DMKim0FG9f4U2y6xy4w7r,0.604,0.219,11,-14.452,1,0.0311,0.199,0.00206,0.136,0.373,126.924,341684
3xT8Nqy3eX2t4ImPRwR660,0.607,0.529,7,-5.345,1,0.0254,0.574,0.0,0.119,0.309,74.98,319875
5riQUYoIZ5jDXZD0kqN66W,0.37,0.408,9,-7.073,1,0.0307,0.203,1.32e-06,0.106,0.375,178.795,220000
6xlUGjSVu90hOMa8cxXCRh,0.563,0.922,11,-5.446,1,0.0777,0.301,9.61e-06,0.105,0.762,157.783,182089
0ohOruprA894vVKYLHwPgc,0.476,0.525,8,-5.432,1,0.028,0.646,0.0,0.315,0.483,81.914,243659
6qd1UFqyyjgprIoa30bE6V,0.501,0.556,5,-5.008,1,0.0337,0.384,0.0,0.141,0.36,126.058,240238
37w0Klo4bOTw6A0xzWFB5C,0.655,0.522,8,-6.47,1,0.0483,0.0616,0.000214,0.111,0.644,74.893,259587
57b8omZlWURtZ3lft8m2Sb,0.704,0.331,7,-8.053,1,0.0353,0.865,0.0072,0.109,0.551,107.488,151217
7MrDfa1uQGVXx0JMZ2u5tN,0.708,0.704,5,-4.747,1,0.0624,0.71,0.0,0.066,0.71,80.018,367229
4pUM81y5Rq7vAUeFhJRBXa,0.883,0.569,1,-8.727,1,0.0615,0.544,6.54e-05,0.0777,0.544,101.999,374118
3FGbfm2NLfCgdDXZTyUDVp,0.738,0.465,7,-6.987,1,0.0467,0.233,1.1e-05,0.135,0.265,110.069,289091
01OWQg6z6oL2q9fuLuFmDi,0.87,0.597,1,-8.339,1,0.0613,0.18,0.0,0.0902,0.56,103.019,254139
1iV24xOkfxyD2Jb0NCC1Fj,0.555,0.448,0,-9.133,1,0.363,0.527,3.65e-05,0.0497,0.749,65.757,340606
493h85YXHYDKA9jXhUxajA,0.8,0.526,0,-8.344,0,0.0473,0.174,0.0,0.203,0.489,99.019,329432
6oIwLVBibUeuWOw80B0yDV,0.779,0.685,9,-4.309,0,0.0428,0.421,0.0,0.11,0.946,90.054,245677
3E5CIRWsRgJF2CtTqPNwv3,0.848,0.447,5,-10.56,0,0.0781,0.242,0.0,0.0858,0.353,117.959,358016
5dE2M9Q15O1JMeOODNNgIm,0.835,0.497,9,-7.439,0,0.0985,0.609,0.000173,0.135,0.717,104.99,217287
7jYudL7b6hcLnMDQ59b7zA,0.704,0.481,5,-11.796,1,0.371,0.00265,0.0,0.11,0.178,74.991,229094
1f3azBzBWxNk9vq2Uo6yd8,0.602,0.685,7,-7.251,1,0.0271,0.0131,0.00563,0.273,0.491,115.04,218013
2p96CyFHfHN4AGBXiO8Ntu,0.647,0.695,4,-6.901,1,0.0276,0.0115,0.0,0.0785,0.616,112.029,229560
2LLefAaNp1nmmCePiSVMIZ,0.394,0.764,6,-4.738,1,0.0317,0.00328,0.00675,0.0818,0.348,137.681,271209
7f3S33lB0WEQCSMGNs0GC4,0.756,0.728,9,-7.538,1,0.0457,0.466,2.5e-05,0.0933,0.82,89.976,227322
7K6g55fp09yQLBhgni3xqV,0.753,0.685,1,-5.994,1,0.0408,0.178,0.0159,0.0472,0.962,88.01,244600
3TfOJ9pP9YyEGICzg8Tm3y,0.461,0.76,11,-8.164,1,0.0439,0.0238,0.0,0.0912,0.711,139.693,246160
3pfXzXbRJNXOT7f2IQ1s2p,0.775,0.641,0,-10.825,1,0.0621,0.0377,0.0,0.0424,0.806,120.053,222160
0JittVQ2D1HdUlfwMJSHc3,0.735,0.794,8,-8.057,1,0.0509,0.0837,0.00063,0.169,0.774,123.055,340240
66R5CoT3X3a4cVpH03HOKc,0.631,0.315,7,-11.896,1,0.0321,0.732,0.0,0.586,0.575,96.401,244800
6JItFdviyPRLCS5mEOS0iq,0.691,0.799,2,-4.107,1,0.0302,0.536,0.0,0.141,0.549,126.667,274507
0Pafr67ogSuAur2L3DxB4b,0.513,0.507,1,-5.874,1,0.0286,0.498,2.29e-06,0.102,0.384,140.198,210587
3KcBIT6PnRXEE5Ghe3b2ii,0.781,0.187,5,-14.651,1,0.0424,0.54,1.51e-06,0.0777,0.305,100.024,211244
6BagszWy3hTQUd48ZTHZ1D,0.539,0.518,1,-8.532,1,0.0327,0.136,0.0,0.168,0.8,200.019,248000
1vPk6ZTflnvm8LgtXzPDrT,0.641,0.665,7,-7.839,1,0.0263,0.571,0.00107,0.159,0.677,138.017,237466
3TXBKjvXKeZzo4eSkE4yvl,0.741,0.733,3,-6.97,1,0.0268,0.00602,0.353,0.163,0.866,120.002,189653
4hZIDcgEk9hn7pBC0sZqY4,0.556,0.625,0,-7.178,1,0.036,0.339,0.0,0.11,0.407,104.789,236283
034zHn5tOZLlwDxv0zy3rj,0.658,0.473,5,-10.021,1,0.0247,0.692,0.0,0.336,0.57,98.003,229120
0GuAFGEkbWayjhWdlYlr7K,0.207,0.535,0,-6.82,1,0.0414,0.201,0.0,0.336,0.264,199.909,196068
7uvAopYpZJzILHqLJrbcE8,0.741,0.75,10,-8.213,1,0.0445,0.432,0.0,0.723,0.956,125.001,295165
6jX57FXjAZXxmtR4qPDSM9,0.437,0.18,0,-9.335,1,0.0322,0.864,0.00657,0.113,0.136,109.75,296787
0ztDBQdQmdVZvorSmIjMih,0.566,0.121,8,-8.206,1,0.0345,0.862,0.0,0.0788,0.293,135.268,260240
0X4irSrnxuuxwmlelnJfGv,0.575,0.365,1,-7.967,1,0.0285,0.764,0.0,0.0844,0.319,128.833,266640
44LISQd6IiOz0p1gclJZyF,0.282,0.148,4,-14.092,0,0.0364,0.915,2.27e-05,0.107,0.179,167.764,364000
2M3L8fORMZJ7f0EX7lb3Lq,0.792,0.267,0,-9.958,1,0.0666,0.867,0.0,0.103,0.57,91.496,228038
6FT35oVqQZFiTPL9BLmHOH,0.48,0.385,9,-7.26,1,0.0319,0.445,0.00474,0.12,0.191,73.109,292473
06IPbvFOLoAQ3BDy3XDt0r,0.225,0.25,5,-11.716,1,0.0287,0.831,0.0311,0.141,0.0835,76.551,256000
74gmYHHKVjnah9FCVOi4Mg,0.513,0.064,10,-22.596,1,0.0332,0.961,0.00088,0.0996,0.314,139.893,185875
7ssN9e6meCIsUbkDj8jfo6,0.418,0.163,9,-15.049,1,0.0375,0.897,8.32e-06,0.0871,0.2,116.21,284774
2HSOaxB5lD4lpsXCMgeE83,0.33,0.206,7,-7.003,1,0.0297,0.868,8.36e-06,0.181,0.121,135.738,414512
